,Departure,Price
0,2021-11-25,"758,49 Dkr"
1,2021-11-27,"269,07 Dkr"
2,2021-11-28,"446,69 Dkr"
3,2021-11-30,"309,07 Dkr"
4,2021-12-02,"349,07 Dkr"
5,2021-12-04,"164,13 Dkr"
6,2021-12-05,"129,00 Dkr"
7,2021-12-07,"1.599,07 Dkr"
8,2021-12-09,"564,38 Dkr"
9,2021-12-11,"699,07 Dkr"
10,2021-12-12,"799,07 Dkr"
11,2021-12-14,"758,49 Dkr"
12,2021-12-16,"1.399,00 Dkr"
13,2021-12-18,"1.599,00 Dkr"
14,2021-12-19,"1.839,00 Dkr"
15,2021-12-21,"1.599,07 Dkr"
16,2021-12-23,"1.399,07 Dkr"
17,2021-12-26,"1.503,11 Dkr"
18,2021-12-28,"1.995,16 Dkr"
19,2021-12-30,"1.233,52 Dkr"
20,2022-01-01,"409,07 Dkr"
21,2022-01-02,"664,77 Dkr"
22,2022-01-04,"179,00 Dkr"
23,2022-01-06,"219,00 Dkr"
24,2022-01-08,"153,30 Dkr"
25,2022-01-09,"125,30 Dkr"
26,2022-01-11,"149,00 Dkr"
27,2022-01-13,"125,30 Dkr"
28,2022-01-15,"149,00 Dkr"
29,2022-01-16,"269,07 Dkr"
30,2022-01-18,"179,07 Dkr"
31,2022-01-20,"125,30 Dkr"
32,2022-01-22,"219,07 Dkr"
33,2022-01-23,"291,31 Dkr"
34,2022-01-25,"179,07 Dkr"
35,2022-01-27,"179,07 Dkr"
36,2022-01-29,"320,31 Dkr"
37,2022-01-30,"346,18 Dkr"
38,2022-02-01,"179,07 Dkr"
39,2022-02-03,"309,00 Dkr"
40,2022-02-05,"349,00 Dkr"
41,2022-02-06,"349,00 Dkr"
42,2022-02-08,"219,00 Dkr"
43,2022-02-10,"409,07 Dkr"
44,2022-02-12,"506,18 Dkr"
45,2022-02-13,"446,18 Dkr"
46,2022-02-15,"219,07 Dkr"
47,2022-02-17,"269,00 Dkr"
48,2022-02-19,"346,18 Dkr"
49,2022-02-20,"309,00 Dkr"
50,2022-02-22,"269,00 Dkr"
51,2022-02-24,"269,00 Dkr"
52,2022-02-26,"169,00 Dkr"
53,2022-02-27,"469,07 Dkr"
54,2022-03-01,"386,18 Dkr"
55,2022-03-03,"309,07 Dkr"
56,2022-03-05,"269,00 Dkr"
57,2022-03-06,"309,00 Dkr"
58,2022-03-08,"309,00 Dkr"
59,2022-03-10,"309,07 Dkr"
60,2022-03-12,"169,00 Dkr"
61,2022-03-13,"349,00 Dkr"
62,2022-03-15,"169,07 Dkr"
63,2022-03-17,"269,07 Dkr"
64,2022-03-19,"269,00 Dkr"
65,2022-03-20,"409,00 Dkr"
66,2022-03-22,"269,00 Dkr"
67,2022-03-24,"269,07 Dkr"
