,Departure,Price
0,2021-11-11,"2.284,07 Dkr"
1,2021-11-13,"201,15 Dkr"
2,2021-11-14,"745,45 Dkr"
3,2021-11-16,"196,69 Dkr"
4,2021-11-18,"853,55 Dkr"
5,2021-11-20,"201,15 Dkr"
6,2021-11-21,"1.315,70 Dkr"
7,2021-11-23,"251,15 Dkr"
8,2021-11-25,"326,69 Dkr"
9,2021-11-27,"251,15 Dkr"
10,2021-11-28,"446,69 Dkr"
11,2021-11-30,"197,59 Dkr"
12,2021-12-02,"319,25 Dkr"
13,2021-12-04,"319,25 Dkr"
14,2021-12-05,"109,00 Dkr"
15,2021-12-07,"799,07 Dkr"
16,2021-12-09,"564,38 Dkr"
17,2021-12-11,"758,91 Dkr"
18,2021-12-12,"919,07 Dkr"
19,2021-12-14,"799,07 Dkr"
20,2021-12-16,"1.503,12 Dkr"
21,2021-12-18,"1.718,00 Dkr"
22,2021-12-19,"1.995,19 Dkr"
23,2021-12-21,"1.839,07 Dkr"
24,2021-12-23,"2.284,00 Dkr"
25,2021-12-26,"1.404,25 Dkr"
26,2021-12-28,"1.219,00 Dkr"
27,2021-12-30,"1.000,81 Dkr"
28,2022-01-01,"529,00 Dkr"
29,2022-01-02,"609,07 Dkr"
30,2022-01-04,"529,00 Dkr"
31,2022-01-06,"349,00 Dkr"
32,2022-01-08,"409,00 Dkr"
33,2022-01-09,"269,00 Dkr"
34,2022-01-11,"109,00 Dkr"
35,2022-01-13,"109,07 Dkr"
36,2022-01-15,"109,00 Dkr"
37,2022-01-16,"179,07 Dkr"
38,2022-01-18,"109,00 Dkr"
39,2022-01-20,"109,07 Dkr"
40,2022-01-22,"109,07 Dkr"
41,2022-01-23,"219,07 Dkr"
42,2022-01-25,"109,07 Dkr"
43,2022-01-27,"109,07 Dkr"
44,2022-01-29,"179,07 Dkr"
45,2022-01-30,"241,31 Dkr"
46,2022-02-01,"269,00 Dkr"
47,2022-02-03,"309,07 Dkr"
48,2022-02-05,"386,19 Dkr"
49,2022-02-06,"349,00 Dkr"
50,2022-02-08,"269,00 Dkr"
51,2022-02-10,"386,19 Dkr"
52,2022-02-12,"506,19 Dkr"
53,2022-02-13,"349,07 Dkr"
54,2022-02-15,"269,00 Dkr"
55,2022-02-17,"269,00 Dkr"
56,2022-02-19,"309,07 Dkr"
57,2022-02-20,"349,00 Dkr"
58,2022-02-22,"269,00 Dkr"
59,2022-02-24,"269,00 Dkr"
60,2022-02-26,"269,00 Dkr"
61,2022-02-27,"469,00 Dkr"
62,2022-03-01,"386,19 Dkr"
63,2022-03-03,"309,07 Dkr"
64,2022-03-05,"269,00 Dkr"
65,2022-03-06,"309,00 Dkr"
66,2022-03-08,"349,00 Dkr"
67,2022-03-10,"269,00 Dkr"
