,Departure,Price
0,2022-01-07,"318,15 Dkr"
1,2022-01-08,"79,00 Dkr"
2,2022-01-09,"156,00 Dkr"
3,2022-01-10,"79,07 Dkr"
4,2022-01-14,"149,07 Dkr"
5,2022-01-16,"149,07 Dkr"
6,2022-01-17,"79,00 Dkr"
7,2022-01-21,"79,07 Dkr"
8,2022-01-23,"79,00 Dkr"
9,2022-01-24,"79,00 Dkr"
10,2022-01-28,"79,07 Dkr"
11,2022-01-30,"79,07 Dkr"
12,2022-01-31,"79,07 Dkr"
13,2022-02-02,"109,00 Dkr"
14,2022-02-03,"109,00 Dkr"
15,2022-02-04,"109,07 Dkr"
16,2022-02-05,"109,00 Dkr"
17,2022-02-06,"109,00 Dkr"
18,2022-02-07,"109,00 Dkr"
19,2022-02-09,"109,00 Dkr"
20,2022-02-10,"109,00 Dkr"
21,2022-02-11,"156,00 Dkr"
22,2022-02-12,"246,00 Dkr"
23,2022-02-13,"109,07 Dkr"
24,2022-02-14,"195,69 Dkr"
25,2022-02-16,"109,07 Dkr"
26,2022-02-17,"109,00 Dkr"
27,2022-02-18,"149,07 Dkr"
28,2022-02-19,"186,00 Dkr"
29,2022-02-20,"156,00 Dkr"
30,2022-02-21,"109,07 Dkr"
31,2022-02-23,"123,00 Dkr"
32,2022-02-24,"109,00 Dkr"
33,2022-02-25,"109,00 Dkr"
34,2022-02-26,"109,00 Dkr"
35,2022-02-27,"179,07 Dkr"
36,2022-02-28,"109,07 Dkr"
37,2022-03-02,"129,00 Dkr"
38,2022-03-03,"129,00 Dkr"
39,2022-03-04,"129,07 Dkr"
40,2022-03-05,"129,00 Dkr"
41,2022-03-06,"129,07 Dkr"
42,2022-03-07,"179,07 Dkr"
43,2022-03-09,"129,00 Dkr"
44,2022-03-10,"129,00 Dkr"
45,2022-03-11,"129,00 Dkr"
46,2022-03-12,"129,00 Dkr"
47,2022-03-13,"179,07 Dkr"
48,2022-03-14,"129,00 Dkr"
49,2022-03-16,"164,13 Dkr"
50,2022-03-17,"129,07 Dkr"
51,2022-03-18,"129,00 Dkr"
52,2022-03-19,"129,07 Dkr"
53,2022-03-20,"142,38 Dkr"
54,2022-03-21,"129,07 Dkr"
55,2022-03-23,"239,07 Dkr"
56,2022-03-24,"129,00 Dkr"
57,2022-03-25,"149,07 Dkr"
58,2022-03-26,"129,00 Dkr"
59,2022-03-27,"129,07 Dkr"
60,2022-03-28,"129,07 Dkr"
61,2022-03-29,"129,00 Dkr"
62,2022-03-30,"140,08 Dkr"
63,2022-04-01,"229,52 Dkr"
64,2022-04-02,"484,46 Dkr"
65,2022-04-03,"149,07 Dkr"
66,2022-04-04,"195,69 Dkr"
67,2022-04-05,"305,20 Dkr"
68,2022-04-06,"129,07 Dkr"
69,2022-04-08,"739,49 Dkr"
70,2022-04-09,"1.014,54 Dkr"
71,2022-04-10,"509,07 Dkr"
72,2022-04-11,"268,75 Dkr"
73,2022-04-12,"372,05 Dkr"
74,2022-04-13,"416,18 Dkr"
75,2022-04-15,"239,07 Dkr"
76,2022-04-16,"149,07 Dkr"
77,2022-04-17,"268,75 Dkr"
78,2022-04-18,"186,69 Dkr"
79,2022-04-19,"403,30 Dkr"
80,2022-04-20,"231,31 Dkr"
81,2022-04-22,"129,07 Dkr"
82,2022-04-23,"129,00 Dkr"
83,2022-04-24,"239,07 Dkr"
84,2022-04-25,"239,07 Dkr"
85,2022-04-26,"349,26 Dkr"
86,2022-04-27,"209,07 Dkr"
87,2022-04-29,"239,07 Dkr"
88,2022-04-30,"129,07 Dkr"
89,2022-05-01,"129,07 Dkr"
90,2022-05-02,"129,07 Dkr"
91,2022-05-03,"221,15 Dkr"
92,2022-05-04,"209,07 Dkr"
93,2022-05-06,"129,00 Dkr"
94,2022-05-07,"129,07 Dkr"
