,Departure,Price
0,2021-11-15,"268,75 Dkr"
1,2021-11-17,"99,00 Dkr"
2,2021-11-18,"99,00 Dkr"
3,2021-11-19,"167,10 Dkr"
4,2021-11-20,"99,00 Dkr"
5,2021-11-21,"268,75 Dkr"
6,2021-11-22,"140,08 Dkr"
7,2021-11-24,"1.014,53 Dkr"
8,2021-11-25,"149,07 Dkr"
9,2021-11-26,"99,00 Dkr"
10,2021-11-27,"99,00 Dkr"
11,2021-11-28,"221,15 Dkr"
12,2021-11-29,"209,07 Dkr"
13,2021-12-01,"99,00 Dkr"
14,2021-12-02,"99,00 Dkr"
15,2021-12-03,"99,00 Dkr"
16,2021-12-04,"99,00 Dkr"
17,2021-12-05,"231,31 Dkr"
18,2021-12-06,"99,07 Dkr"
19,2021-12-08,"99,00 Dkr"
20,2021-12-09,"99,07 Dkr"
21,2021-12-10,"15,24 Dkr"
22,2021-12-11,"99,07 Dkr"
23,2021-12-12,"416,19 Dkr"
24,2021-12-13,"99,00 Dkr"
25,2021-12-15,"99,07 Dkr"
26,2021-12-16,"129,00 Dkr"
27,2021-12-17,"329,00 Dkr"
28,2021-12-18,"799,07 Dkr"
29,2021-12-19,"633,62 Dkr"
30,2021-12-20,"589,07 Dkr"
31,2021-12-22,"1.353,12 Dkr"
32,2021-12-23,"799,07 Dkr"
33,2021-12-24,"589,07 Dkr"
34,2021-12-26,"483,62 Dkr"
35,2021-12-27,"589,07 Dkr"
36,2021-12-29,"1.079,07 Dkr"
37,2021-12-30,"589,00 Dkr"
38,2021-12-31,"179,07 Dkr"
39,2022-01-01,"149,00 Dkr"
40,2022-01-02,"358,75 Dkr"
41,2022-01-03,"589,07 Dkr"
42,2022-01-05,"179,07 Dkr"
43,2022-01-06,"129,00 Dkr"
44,2022-01-07,"79,00 Dkr"
45,2022-01-08,"134,10 Dkr"
46,2022-01-09,"179,07 Dkr"
47,2022-01-10,"79,07 Dkr"
48,2022-01-12,"79,00 Dkr"
49,2022-01-13,"134,10 Dkr"
50,2022-01-14,"289,07 Dkr"
51,2022-01-15,"79,00 Dkr"
52,2022-01-16,"589,07 Dkr"
53,2022-01-17,"239,07 Dkr"
54,2022-01-19,"215,10 Dkr"
55,2022-01-20,"149,07 Dkr"
56,2022-01-21,"239,07 Dkr"
57,2022-01-22,"79,00 Dkr"
58,2022-01-23,"149,07 Dkr"
59,2022-01-24,"209,07 Dkr"
60,2022-01-26,"79,00 Dkr"
61,2022-01-27,"179,07 Dkr"
62,2022-01-28,"79,00 Dkr"
63,2022-01-29,"79,00 Dkr"
64,2022-01-30,"209,07 Dkr"
65,2022-01-31,"209,07 Dkr"
66,2022-02-02,"209,07 Dkr"
67,2022-02-03,"149,07 Dkr"
68,2022-02-04,"149,00 Dkr"
69,2022-02-05,"209,00 Dkr"
70,2022-02-06,"129,00 Dkr"
71,2022-02-07,"209,07 Dkr"
72,2022-02-09,"179,07 Dkr"
73,2022-02-10,"149,00 Dkr"
74,2022-02-11,"179,07 Dkr"
75,2022-02-12,"379,07 Dkr"
76,2022-02-13,"239,07 Dkr"
77,2022-02-14,"268,75 Dkr"
78,2022-02-16,"416,19 Dkr"
79,2022-02-17,"193,87 Dkr"
80,2022-02-18,"209,07 Dkr"
81,2022-02-19,"239,00 Dkr"
82,2022-02-20,"239,07 Dkr"
83,2022-02-21,"209,07 Dkr"
84,2022-02-23,"149,00 Dkr"
85,2022-02-24,"179,00 Dkr"
86,2022-02-25,"129,00 Dkr"
87,2022-02-26,"289,00 Dkr"
88,2022-02-27,"689,07 Dkr"
89,2022-02-28,"179,00 Dkr"
90,2022-03-02,"179,00 Dkr"
91,2022-03-03,"149,00 Dkr"
92,2022-03-04,"149,07 Dkr"
93,2022-03-05,"289,00 Dkr"
94,2022-03-06,"179,00 Dkr"
95,2022-03-07,"209,07 Dkr"
96,2022-03-09,"379,00 Dkr"
97,2022-03-10,"149,00 Dkr"
98,2022-03-11,"149,07 Dkr"
99,2022-03-12,"329,00 Dkr"
100,2022-03-13,"589,07 Dkr"
101,2022-03-14,"329,00 Dkr"
