,Departure,Price
0,2022-01-23,"341,79 Dkr"
1,2022-01-24,"265,18 Dkr"
2,2022-01-28,"358,77 Dkr"
3,2022-01-30,"39,07 Dkr"
4,2022-01-31,"39,00 Dkr"
5,2022-02-02,"137,84 Dkr"
6,2022-02-03,"137,84 Dkr"
7,2022-02-04,"109,00 Dkr"
8,2022-02-05,"109,00 Dkr"
9,2022-02-06,"179,07 Dkr"
10,2022-02-07,"366,00 Dkr"
11,2022-02-09,"170,07 Dkr"
12,2022-02-10,"140,07 Dkr"
13,2022-02-11,"289,07 Dkr"
14,2022-02-12,"296,00 Dkr"
15,2022-02-13,"156,00 Dkr"
16,2022-02-14,"109,00 Dkr"
17,2022-02-16,"238,33 Dkr"
18,2022-02-17,"142,38 Dkr"
19,2022-02-18,"174,09 Dkr"
20,2022-02-19,"186,00 Dkr"
21,2022-02-20,"147,07 Dkr"
22,2022-02-21,"109,00 Dkr"
23,2022-02-23,"149,38 Dkr"
24,2022-02-24,"147,07 Dkr"
25,2022-02-25,"109,00 Dkr"
26,2022-02-26,"109,00 Dkr"
27,2022-02-27,"245,00 Dkr"
28,2022-02-28,"109,07 Dkr"
29,2022-03-02,"142,38 Dkr"
30,2022-03-03,"132,25 Dkr"
31,2022-03-04,"149,07 Dkr"
32,2022-03-05,"140,07 Dkr"
33,2022-03-06,"149,07 Dkr"
34,2022-03-07,"195,68 Dkr"
35,2022-03-09,"179,07 Dkr"
36,2022-03-10,"137,84 Dkr"
37,2022-03-11,"129,00 Dkr"
38,2022-03-12,"137,84 Dkr"
39,2022-03-13,"239,07 Dkr"
40,2022-03-14,"164,12 Dkr"
41,2022-03-16,"209,07 Dkr"
42,2022-03-17,"132,25 Dkr"
43,2022-03-18,"179,07 Dkr"
44,2022-03-19,"129,00 Dkr"
45,2022-03-20,"179,07 Dkr"
46,2022-03-21,"137,84 Dkr"
47,2022-03-23,"289,07 Dkr"
48,2022-03-24,"142,38 Dkr"
49,2022-03-25,"179,07 Dkr"
50,2022-03-26,"129,00 Dkr"
51,2022-03-27,"160,16 Dkr"
52,2022-03-28,"129,07 Dkr"
53,2022-03-29,"126,67 Dkr"
54,2022-03-30,"179,07 Dkr"
55,2022-04-01,"244,35 Dkr"
56,2022-04-02,"427,13 Dkr"
57,2022-04-03,"149,07 Dkr"
58,2022-04-04,"186,67 Dkr"
59,2022-04-05,"269,46 Dkr"
60,2022-04-06,"149,07 Dkr"
61,2022-04-08,"622,02 Dkr"
62,2022-04-09,"929,07 Dkr"
63,2022-04-10,"589,07 Dkr"
64,2022-04-11,"358,77 Dkr"
65,2022-04-12,"372,02 Dkr"
66,2022-04-13,"379,07 Dkr"
67,2022-04-15,"221,14 Dkr"
68,2022-04-16,"179,07 Dkr"
69,2022-04-17,"221,14 Dkr"
70,2022-04-18,"221,14 Dkr"
71,2022-04-19,"403,28 Dkr"
72,2022-04-20,"268,77 Dkr"
73,2022-04-22,"149,07 Dkr"
74,2022-04-23,"129,00 Dkr"
75,2022-04-24,"318,77 Dkr"
76,2022-04-25,"221,14 Dkr"
77,2022-04-26,"304,58 Dkr"
78,2022-04-27,"188,10 Dkr"
79,2022-04-29,"318,77 Dkr"
80,2022-04-30,"129,07 Dkr"
81,2022-05-01,"193,88 Dkr"
82,2022-05-02,"129,07 Dkr"
83,2022-05-03,"221,14 Dkr"
84,2022-05-04,"231,33 Dkr"
85,2022-05-06,"193,88 Dkr"
86,2022-05-07,"129,07 Dkr"
87,2022-05-08,"231,33 Dkr"
88,2022-05-09,"129,00 Dkr"
89,2022-05-10,"341,79 Dkr"
90,2022-05-11,"318,77 Dkr"
91,2022-05-13,"239,07 Dkr"
92,2022-05-14,"160,16 Dkr"
93,2022-05-15,"231,33 Dkr"
94,2022-05-16,"129,07 Dkr"
95,2022-05-17,"305,18 Dkr"
96,2022-05-18,"209,07 Dkr"
97,2022-05-20,"239,07 Dkr"
98,2022-05-21,"179,07 Dkr"
99,2022-05-22,"416,21 Dkr"
