,Departure,Price
0,2021-12-12,"170,15 Dkr"
1,2021-12-13,"166,00 Dkr"
2,2021-12-17,"459,07 Dkr"
3,2021-12-19,"383,18 Dkr"
4,2021-12-20,"248,31 Dkr"
5,2021-12-24,"433,18 Dkr"
6,2021-12-26,"232,87 Dkr"
7,2021-12-27,"149,00 Dkr"
8,2021-12-31,"149,00 Dkr"
9,2022-01-02,"166,00 Dkr"
10,2022-01-03,"149,00 Dkr"
11,2022-01-07,"129,07 Dkr"
12,2022-01-09,"129,00 Dkr"
13,2022-01-10,"129,00 Dkr"
14,2022-01-14,"129,00 Dkr"
15,2022-01-16,"129,00 Dkr"
16,2022-01-17,"129,00 Dkr"
17,2022-01-21,"159,07 Dkr"
18,2022-01-23,"129,00 Dkr"
19,2022-01-24,"129,07 Dkr"
20,2022-01-28,"159,07 Dkr"
21,2022-01-30,"129,07 Dkr"
22,2022-01-31,"129,07 Dkr"
23,2022-02-04,"389,00 Dkr"
24,2022-02-06,"159,07 Dkr"
25,2022-02-07,"189,07 Dkr"
26,2022-02-11,"339,07 Dkr"
27,2022-02-13,"376,18 Dkr"
28,2022-02-14,"278,74 Dkr"
29,2022-02-18,"299,00 Dkr"
30,2022-02-20,"149,07 Dkr"
31,2022-02-21,"149,07 Dkr"
32,2022-02-25,"189,07 Dkr"
33,2022-02-27,"159,07 Dkr"
34,2022-02-28,"149,07 Dkr"
35,2022-03-04,"389,07 Dkr"
36,2022-03-06,"197,10 Dkr"
37,2022-03-07,"151,20 Dkr"
38,2022-03-11,"299,00 Dkr"
39,2022-03-13,"224,10 Dkr"
40,2022-03-14,"189,07 Dkr"
41,2022-03-18,"339,07 Dkr"
42,2022-03-20,"197,10 Dkr"
43,2022-03-21,"151,20 Dkr"
44,2022-03-25,"339,07 Dkr"
45,2022-03-28,"278,74 Dkr"
46,2022-03-30,"775,92 Dkr"
47,2022-04-01,"426,18 Dkr"
48,2022-04-04,"197,10 Dkr"
49,2022-04-06,"224,10 Dkr"
50,2022-04-08,"503,61 Dkr"
51,2022-04-11,"249,07 Dkr"
