,Departure,Price
0,2022-01-07,"196,00 Dkr"
1,2022-01-09,"129,00 Dkr"
2,2022-01-10,"129,00 Dkr"
3,2022-01-14,"166,00 Dkr"
4,2022-01-16,"129,00 Dkr"
5,2022-01-17,"129,00 Dkr"
6,2022-01-21,"143,00 Dkr"
7,2022-01-23,"129,00 Dkr"
8,2022-01-24,"129,00 Dkr"
9,2022-01-28,"195,15 Dkr"
10,2022-01-30,"129,00 Dkr"
11,2022-01-31,"143,00 Dkr"
12,2022-02-04,"152,38 Dkr"
13,2022-02-06,"149,00 Dkr"
14,2022-02-07,"149,07 Dkr"
15,2022-02-11,"459,07 Dkr"
16,2022-02-13,"232,21 Dkr"
17,2022-02-14,"249,07 Dkr"
18,2022-02-18,"196,00 Dkr"
19,2022-02-20,"149,00 Dkr"
20,2022-02-21,"149,07 Dkr"
21,2022-02-25,"159,07 Dkr"
22,2022-02-27,"149,07 Dkr"
23,2022-02-28,"159,07 Dkr"
24,2022-03-04,"309,26 Dkr"
25,2022-03-06,"149,00 Dkr"
26,2022-03-07,"149,00 Dkr"
27,2022-03-11,"249,07 Dkr"
28,2022-03-13,"159,07 Dkr"
29,2022-03-14,"149,07 Dkr"
30,2022-03-18,"249,07 Dkr"
31,2022-03-20,"149,07 Dkr"
32,2022-03-21,"149,07 Dkr"
33,2022-03-25,"299,07 Dkr"
34,2022-03-28,"241,31 Dkr"
35,2022-03-30,"655,46 Dkr"
36,2022-04-01,"359,26 Dkr"
37,2022-04-04,"299,07 Dkr"
38,2022-04-06,"249,07 Dkr"
39,2022-04-08,"503,61 Dkr"
40,2022-04-11,"299,07 Dkr"
41,2022-04-13,"619,07 Dkr"
42,2022-04-15,"426,18 Dkr"
43,2022-04-18,"278,74 Dkr"
44,2022-04-20,"279,00 Dkr"
45,2022-04-22,"389,07 Dkr"
46,2022-04-25,"249,07 Dkr"
47,2022-04-27,"249,07 Dkr"
48,2022-04-29,"389,00 Dkr"
49,2022-05-02,"249,07 Dkr"
50,2022-05-04,"299,07 Dkr"
51,2022-05-06,"426,18 Dkr"
