,Departure,Price
0,2021-11-14,"609,07 Dkr"
1,2021-11-17,"140,16 Dkr"
2,2021-11-21,"258,75 Dkr"
3,2021-11-24,"163,87 Dkr"
4,2021-11-28,"109,00 Dkr"
5,2021-12-01,"109,07 Dkr"
6,2021-12-05,"109,00 Dkr"
7,2021-12-08,"109,07 Dkr"
8,2021-12-12,"163,87 Dkr"
9,2021-12-15,"129,07 Dkr"
10,2021-12-19,"298,75 Dkr"
11,2021-12-22,"783,37 Dkr"
12,2021-12-26,"258,75 Dkr"
13,2021-12-29,"319,07 Dkr"
14,2022-01-02,"668,50 Dkr"
15,2022-01-05,"269,07 Dkr"
16,2022-01-09,"199,07 Dkr"
17,2022-01-12,"99,00 Dkr"
18,2022-01-16,"149,07 Dkr"
19,2022-01-19,"99,00 Dkr"
20,2022-01-23,"199,07 Dkr"
21,2022-01-26,"134,10 Dkr"
22,2022-01-30,"169,07 Dkr"
23,2022-02-02,"149,00 Dkr"
24,2022-02-06,"199,07 Dkr"
25,2022-02-09,"149,00 Dkr"
26,2022-02-13,"199,00 Dkr"
27,2022-02-16,"149,00 Dkr"
28,2022-02-20,"149,00 Dkr"
29,2022-02-23,"169,00 Dkr"
30,2022-02-27,"229,07 Dkr"
31,2022-03-02,"199,00 Dkr"
32,2022-03-06,"199,07 Dkr"
33,2022-03-09,"229,00 Dkr"
