,Departure,Price
0,2022-02-02,"109,00 Dkr"
1,2022-02-06,"109,07 Dkr"
2,2022-02-09,"109,07 Dkr"
3,2022-02-13,"109,07 Dkr"
4,2022-02-16,"109,00 Dkr"
5,2022-02-20,"169,07 Dkr"
6,2022-02-23,"109,00 Dkr"
7,2022-02-27,"129,07 Dkr"
8,2022-03-02,"129,07 Dkr"
9,2022-03-06,"379,07 Dkr"
10,2022-03-09,"129,07 Dkr"
11,2022-03-13,"379,07 Dkr"
12,2022-03-16,"109,00 Dkr"
13,2022-03-20,"149,07 Dkr"
14,2022-03-23,"109,07 Dkr"
15,2022-03-27,"129,07 Dkr"
16,2022-03-30,"109,07 Dkr"
17,2022-04-03,"269,07 Dkr"
18,2022-04-06,"199,07 Dkr"
19,2022-04-10,"379,07 Dkr"
20,2022-04-13,"199,07 Dkr"
21,2022-04-17,"258,76 Dkr"
22,2022-04-20,"258,77 Dkr"
23,2022-04-24,"298,76 Dkr"
24,2022-04-27,"169,07 Dkr"
25,2022-05-01,"229,07 Dkr"
26,2022-05-04,"199,07 Dkr"
27,2022-05-06,"181,14 Dkr"
28,2022-05-08,"379,07 Dkr"
29,2022-05-11,"169,23 Dkr"
30,2022-05-13,"229,07 Dkr"
31,2022-05-15,"298,77 Dkr"
32,2022-05-18,"169,23 Dkr"
