,Departure,Price
0,2021-11-15,"199,07 Dkr"
1,2021-11-19,"239,07 Dkr"
2,2021-11-21,"187,84 Dkr"
3,2021-11-22,"184,13 Dkr"
4,2021-11-26,"308,75 Dkr"
5,2021-11-28,"99,07 Dkr"
6,2021-11-29,"99,00 Dkr"
7,2021-12-03,"249,25 Dkr"
8,2021-12-05,"99,00 Dkr"
9,2021-12-06,"356,19 Dkr"
10,2021-12-10,"279,07 Dkr"
11,2021-12-12,"261,31 Dkr"
12,2021-12-13,"261,31 Dkr"
13,2021-12-17,"778,50 Dkr"
14,2021-12-19,"895,94 Dkr"
15,2021-12-20,"829,07 Dkr"
16,2021-12-24,"1.889,00 Dkr"
17,2021-12-31,"1.768,00 Dkr"
18,2022-01-02,"949,07 Dkr"
19,2022-01-03,"516,19 Dkr"
20,2022-01-04,"719,00 Dkr"
21,2022-01-07,"319,07 Dkr"
22,2022-01-09,"199,07 Dkr"
23,2022-01-10,"239,07 Dkr"
24,2022-01-14,"446,19 Dkr"
25,2022-01-16,"169,00 Dkr"
26,2022-01-17,"409,00 Dkr"
27,2022-01-21,"629,07 Dkr"
28,2022-01-23,"199,07 Dkr"
29,2022-01-24,"829,07 Dkr"
30,2022-01-28,"1.089,00 Dkr"
31,2022-01-30,"199,07 Dkr"
32,2022-01-31,"479,00 Dkr"
33,2022-02-04,"479,07 Dkr"
34,2022-02-06,"319,07 Dkr"
35,2022-02-07,"279,00 Dkr"
36,2022-02-11,"593,62 Dkr"
37,2022-02-13,"479,07 Dkr"
38,2022-02-14,"319,00 Dkr"
39,2022-02-18,"549,07 Dkr"
40,2022-02-20,"516,19 Dkr"
41,2022-02-21,"516,19 Dkr"
42,2022-02-25,"479,00 Dkr"
43,2022-02-27,"189,00 Dkr"
44,2022-02-28,"409,07 Dkr"
45,2022-03-04,"516,19 Dkr"
46,2022-03-06,"479,00 Dkr"
47,2022-03-07,"319,00 Dkr"
48,2022-03-11,"516,19 Dkr"
49,2022-03-13,"359,00 Dkr"
50,2022-03-14,"359,07 Dkr"
