,Departure,Price
0,2022-01-14,"246,00 Dkr"
1,2022-01-16,"403,19 Dkr"
2,2022-01-21,"194,84 Dkr"
3,2022-01-23,"206,00 Dkr"
4,2022-01-28,"556,00 Dkr"
5,2022-01-30,"169,00 Dkr"
6,2022-02-04,"409,07 Dkr"
7,2022-02-06,"239,07 Dkr"
8,2022-02-07,"239,07 Dkr"
9,2022-02-11,"600,63 Dkr"
10,2022-02-13,"453,19 Dkr"
11,2022-02-14,"409,07 Dkr"
12,2022-02-18,"343,68 Dkr"
13,2022-02-20,"366,00 Dkr"
14,2022-02-21,"366,00 Dkr"
15,2022-02-25,"409,07 Dkr"
16,2022-02-27,"279,07 Dkr"
17,2022-02-28,"279,07 Dkr"
18,2022-03-04,"449,25 Dkr"
19,2022-03-06,"329,25 Dkr"
20,2022-03-07,"359,07 Dkr"
21,2022-03-11,"479,07 Dkr"
22,2022-03-13,"329,25 Dkr"
23,2022-03-14,"279,07 Dkr"
24,2022-03-18,"441,81 Dkr"
25,2022-03-20,"359,07 Dkr"
26,2022-03-21,"296,68 Dkr"
27,2022-03-25,"409,07 Dkr"
28,2022-03-28,"359,07 Dkr"
29,2022-03-30,"895,95 Dkr"
30,2022-04-01,"778,51 Dkr"
31,2022-04-04,"446,19 Dkr"
32,2022-04-06,"895,95 Dkr"
33,2022-04-08,"1.764,03 Dkr"
34,2022-04-11,"1.178,26 Dkr"
35,2022-04-13,"684,79 Dkr"
36,2022-04-15,"899,91 Dkr"
37,2022-04-18,"629,07 Dkr"
38,2022-04-20,"359,07 Dkr"
39,2022-04-22,"659,49 Dkr"
40,2022-04-25,"479,07 Dkr"
41,2022-04-27,"549,07 Dkr"
42,2022-04-29,"659,49 Dkr"
43,2022-05-02,"409,07 Dkr"
44,2022-05-04,"522,30 Dkr"
45,2022-05-06,"629,07 Dkr"
46,2022-05-09,"446,19 Dkr"
