,Departure,Price
0,2022-01-07,"246,00 Dkr"
1,2022-01-09,"262,21 Dkr"
2,2022-01-14,"206,00 Dkr"
3,2022-01-16,"206,00 Dkr"
4,2022-01-21,"206,00 Dkr"
5,2022-01-23,"194,85 Dkr"
6,2022-01-28,"600,61 Dkr"
7,2022-01-30,"191,13 Dkr"
8,2022-02-04,"319,07 Dkr"
9,2022-02-06,"256,26 Dkr"
10,2022-02-07,"279,07 Dkr"
11,2022-02-11,"593,61 Dkr"
12,2022-02-13,"359,07 Dkr"
13,2022-02-14,"409,07 Dkr"
14,2022-02-18,"409,07 Dkr"
15,2022-02-20,"329,26 Dkr"
16,2022-02-21,"386,69 Dkr"
17,2022-02-25,"319,07 Dkr"
18,2022-02-27,"279,07 Dkr"
19,2022-02-28,"279,07 Dkr"
20,2022-03-04,"441,82 Dkr"
21,2022-03-06,"319,07 Dkr"
22,2022-03-07,"319,07 Dkr"
23,2022-03-11,"409,07 Dkr"
24,2022-03-13,"321,82 Dkr"
25,2022-03-14,"279,07 Dkr"
26,2022-03-18,"441,82 Dkr"
27,2022-03-20,"319,07 Dkr"
28,2022-03-21,"289,26 Dkr"
29,2022-03-25,"386,69 Dkr"
30,2022-03-28,"296,69 Dkr"
31,2022-03-30,"778,48 Dkr"
32,2022-04-01,"778,48 Dkr"
33,2022-04-04,"593,61 Dkr"
34,2022-04-06,"895,92 Dkr"
35,2022-04-08,"1.764,08 Dkr"
36,2022-04-11,"1.017,62 Dkr"
37,2022-04-13,"1.030,79 Dkr"
38,2022-04-15,"899,93 Dkr"
39,2022-04-18,"573,23 Dkr"
40,2022-04-20,"549,07 Dkr"
41,2022-04-22,"659,52 Dkr"
42,2022-04-25,"549,07 Dkr"
43,2022-04-27,"549,07 Dkr"
44,2022-04-29,"659,52 Dkr"
45,2022-05-02,"593,61 Dkr"
46,2022-05-04,"683,31 Dkr"
47,2022-05-06,"629,07 Dkr"
