,Departure,Price
0,2022-01-21,"323,10 Dkr"
1,2022-01-23,"129,00 Dkr"
2,2022-01-28,"323,10 Dkr"
3,2022-01-30,"223,20 Dkr"
4,2022-02-04,"286,00 Dkr"
5,2022-02-06,"189,00 Dkr"
6,2022-02-07,"189,07 Dkr"
7,2022-02-11,"691,80 Dkr"
8,2022-02-13,"785,52 Dkr"
9,2022-02-14,"523,20 Dkr"
10,2022-02-18,"409,07 Dkr"
11,2022-02-20,"403,20 Dkr"
12,2022-02-21,"403,20 Dkr"
13,2022-02-25,"319,07 Dkr"
14,2022-02-27,"194,84 Dkr"
15,2022-02-28,"189,00 Dkr"
16,2022-03-04,"556,00 Dkr"
17,2022-03-06,"263,20 Dkr"
18,2022-03-07,"321,80 Dkr"
19,2022-03-11,"479,07 Dkr"
20,2022-03-13,"329,24 Dkr"
21,2022-03-14,"251,10 Dkr"
22,2022-03-18,"409,07 Dkr"
23,2022-03-20,"319,07 Dkr"
24,2022-03-21,"359,07 Dkr"
25,2022-03-25,"409,07 Dkr"
26,2022-03-28,"409,07 Dkr"
27,2022-03-30,"949,07 Dkr"
28,2022-04-01,"719,07 Dkr"
29,2022-04-04,"409,07 Dkr"
30,2022-04-06,"719,07 Dkr"
31,2022-04-08,"1.649,07 Dkr"
32,2022-04-11,"1.345,71 Dkr"
33,2022-04-13,"593,64 Dkr"
34,2022-04-15,"829,07 Dkr"
35,2022-04-18,"449,24 Dkr"
36,2022-04-20,"396,20 Dkr"
37,2022-04-22,"545,31 Dkr"
38,2022-04-25,"479,07 Dkr"
39,2022-04-27,"529,29 Dkr"
40,2022-04-29,"584,36 Dkr"
41,2022-05-02,"386,68 Dkr"
42,2022-05-04,"449,24 Dkr"
43,2022-05-06,"778,52 Dkr"
44,2022-05-09,"446,20 Dkr"
45,2022-05-11,"446,20 Dkr"
46,2022-05-13,"584,36 Dkr"
47,2022-05-16,"409,07 Dkr"
