,Departure,Price
0,2021-12-13,"459,90 Dkr"
1,2021-12-16,"298,74 Dkr"
2,2021-12-18,"164,87 Dkr"
3,2021-12-19,"426,00 Dkr"
4,2021-12-20,"655,48 Dkr"
5,2021-12-23,"1.020,79 Dkr"
6,2021-12-24,"403,18 Dkr"
7,2021-12-26,"236,00 Dkr"
8,2021-12-27,"550,61 Dkr"
9,2021-12-30,"816,00 Dkr"
10,2021-12-31,"99,00 Dkr"
11,2022-01-01,"176,00 Dkr"
12,2022-01-02,"550,61 Dkr"
13,2022-01-03,"359,07 Dkr"
14,2022-01-06,"99,07 Dkr"
15,2022-01-07,"99,07 Dkr"
16,2022-01-08,"99,07 Dkr"
17,2022-01-09,"150,87 Dkr"
18,2022-01-10,"136,00 Dkr"
19,2022-01-13,"99,07 Dkr"
20,2022-01-14,"99,00 Dkr"
21,2022-01-15,"99,07 Dkr"
22,2022-01-16,"99,07 Dkr"
23,2022-01-17,"99,07 Dkr"
24,2022-01-20,"99,00 Dkr"
25,2022-01-21,"99,07 Dkr"
26,2022-01-22,"99,00 Dkr"
27,2022-01-23,"99,00 Dkr"
28,2022-01-24,"99,07 Dkr"
29,2022-01-27,"99,07 Dkr"
30,2022-01-28,"99,07 Dkr"
31,2022-01-29,"99,00 Dkr"
32,2022-01-30,"99,00 Dkr"
33,2022-01-31,"99,07 Dkr"
34,2022-02-03,"99,00 Dkr"
35,2022-02-04,"99,00 Dkr"
36,2022-02-05,"99,00 Dkr"
37,2022-02-06,"109,07 Dkr"
38,2022-02-07,"129,07 Dkr"
39,2022-02-10,"116,00 Dkr"
40,2022-02-11,"211,31 Dkr"
41,2022-02-12,"109,07 Dkr"
42,2022-02-13,"109,07 Dkr"
43,2022-02-14,"109,07 Dkr"
44,2022-02-17,"129,07 Dkr"
45,2022-02-18,"109,07 Dkr"
46,2022-02-19,"87,20 Dkr"
47,2022-02-20,"87,20 Dkr"
48,2022-02-21,"109,07 Dkr"
49,2022-02-24,"87,20 Dkr"
50,2022-02-25,"109,07 Dkr"
51,2022-02-26,"87,20 Dkr"
52,2022-02-27,"109,07 Dkr"
53,2022-02-28,"109,07 Dkr"
54,2022-03-03,"229,07 Dkr"
55,2022-03-04,"229,00 Dkr"
56,2022-03-05,"269,00 Dkr"
57,2022-03-06,"269,07 Dkr"
58,2022-03-07,"152,10 Dkr"
59,2022-03-10,"103,20 Dkr"
60,2022-03-11,"103,20 Dkr"
61,2022-03-12,"103,20 Dkr"
62,2022-03-13,"103,20 Dkr"
63,2022-03-14,"129,07 Dkr"
64,2022-03-17,"152,10 Dkr"
65,2022-03-18,"229,07 Dkr"
66,2022-03-19,"229,00 Dkr"
67,2022-03-20,"269,00 Dkr"
68,2022-03-21,"269,00 Dkr"
69,2022-03-24,"269,00 Dkr"
70,2022-03-25,"269,00 Dkr"
71,2022-03-26,"269,00 Dkr"
